[2286.84,22179.3]
[12888.4,14936.9]
[12877.6,15024]
[12891.7,15054.9]
[12888.8,15085.6]
[12899.5,15149.2]
[12877.9,15137.6]
[12890.4,15195.7]
[12884.2,19619.8]
[12891.3,19604.2]
[12904.5,9833.06]
[12913.8,15023.6]
[12901.4,15045.1]
[12920.8,15040]
[12906.8,15058]
[12904.9,15080.7]
[12922.1,15062.3]
[12913.2,15071.8]
[12921,15096.1]
[12906.8,15094.6]
[12903.3,16681.6]
[12920.1,16769.6]
[12923.9,18050.3]
[12909.3,18039.9]
[12913.7,19616]
[12954.1,14936.2]
[12957.4,14967.8]
[12945,14975.9]
[12937.3,15023.7]
[12931.3,15057.8]
[12952.8,15088.4]
[12929.4,15074.8]
[12941.7,15109.2]
[12933.2,15119.9]
[12945.9,15138.9]
[12953.6,15121.6]
[12958.4,15128.1]
[12950.6,15900.8]
[12940,19572.3]
[12982.7,14367.6]
[12965.4,14398.8]
[12962.8,14772.9]
[12990.5,14887.9]
[12962.2,15024.9]
[12976.1,15006.5]
[12981,15011.2]
[12975.9,15045.7]
[12962.5,15057.6]
[12970.6,15028.8]
[12972,15066.8]
[12982.9,15062.2]
[12977.5,15073.3]
[12967.6,15118.2]
[12987.2,15120]
[12964.5,19541]
[12962.4,19845]
[12991.6,7566.3]
[13011.6,14935.7]
[13015.4,14961]
[13009.5,14947.4]
[12996.4,14939.8]
[13008.2,14987.1]
[13011.1,15016.1]
[13008.3,15034.5]
[12999.8,15066.8]
[13012.7,15080.7]
[13011.6,15097.4]
[12997.1,15136.6]
[13010.4,15172.9]
[13008.7,15186.6]
[12994.7,15776.5]
[13000.2,21900.9]
[13043.6,13246.8]
[13028,13282.3]
[13047.8,14933.6]
[13024,14955.3]
[13043.3,14977]
[13051.4,15183.4]
[13038.1,19765]
[13052.9,14973.4]
[13054,15002.6]
[13078.8,15069.8]
[13057.3,21456.3]
[13098,15012.1]
[13092.3,15049.4]
[13085.3,15264.2]
[13102.8,16333.9]
[13092,16339.3]
[13108.2,19416.2]
[13120.3,16347.5]
[13152.3,13394.7]
[13170.4,14981.3]
[13148.7,20512.3]
[13187,7577.53]
[13196.7,14924]
[13192,15777]
[13187.1,15764.8]
[13169.9,15814]
[13176.3,17737.7]
[13192.6,18459.1]
[13215.9,7452.39]
[13202.6,15785.3]
[13205.1,18422.7]
[13210.1,21717.2]
[13223.3,21721.9]
[13232.2,7435.61]
[13252.6,15225.5]
[13238.1,17873.6]
[13229.7,17878.4]
[13281.9,16861.2]
[13276.2,18659]
[13294.5,16855.5]
[13308.9,18157.3]
[13335.9,13383.4]
[13348.4,14523.1]
[13330.4,16811]
[13343.2,16804.1]
[13343,16825.4]
[13325.7,16900.2]
[13340.5,16914.7]
[13355.9,13386.4]
[13369.7,13393.8]
[13349.7,13423.1]
[13367.7,16904.4]
[13374.4,16922.7]
[13360.7,18214.8]
[13357.6,20006.3]
[13399.5,16198.9]
[13392.3,16900.4]
[13399.8,16917.9]
[13388.3,17909.9]
[13407.8,18188]
[13394.7,18623.1]
[13405.6,18978.3]
[13409.7,21830.3]
[13417.4,11898.3]
[13424.1,18017.3]
[13433.1,20833.2]
[13463.1,14678.6]
[13452.2,18265]
[13446.1,19279.5]
[13448.8,21619.7]
[13444.2,21605.5]
[13463.4,22943.3]
[13474.8,14689.3]
[13476.5,19739.5]
[13507.4,13075.7]
[13522.5,17844.1]
[13520.2,17867.6]
[13504.1,19192.8]
[13515.3,19205.4]
[13529.6,19200]
[13542.8,17833.8]
[13553.5,17826.9]
[13544.9,21024.8]
[13546.9,21009.3]
[13579.9,12196.1]
[13574.7,12189.5]
[13578.1,19831]
[13569.7,20166.8]
[13600.6,12209.5]
[13609.2,14917.3]
[13610.7,15311.2]
[13608,17167.7]
[13590.7,18640.2]
[13600.9,18634.9]
[13613,18672.7]
[13592,18668.8]
[13604.9,18676.1]
[13640.1,14905.5]
[13622.8,14937.7]
[13633.4,14953]
[13625.5,15288.5]
[13623.3,19675.2]
[13671.7,6682.22]
[13662.3,6678.95]
[13669.4,16312.7]
[13671.7,16590.3]
[13666.3,18663.9]
[13678,18661.8]
[13662.9,19023.1]
[13679.5,14892.2]
[13738.2,14894.5]
[13731.6,14943.9]
[13710.7,15213.5]
[13729.2,18102.9]
[13733,18121.3]
[13730.1,18665.4]
[13729.9,19072.6]
[13758.2,14958.2]
[13760.4,15167.2]
[13768.5,17338.8]
[13759.6,18827.8]
[13755.3,18928.5]
[13742.5,19225.9]
[13748.5,19235.9]
[13794.3,18808.2]
[13781.6,18853.6]
[13773,18956.5]
[13778.4,19879]
[13804.5,6388.45]
[13826.4,16463.5]
[13804.4,17163.2]
[13825.2,18784.5]
[13820.5,18946.2]
[13826,18951.6]
[13808.5,18967.4]
[13811.2,19158.9]
[13801.3,22113.4]
[13840.2,14998.4]
[13848.5,15899]
[13858.6,17194.8]
[13859.9,18701.8]
[13847,18721.8]
[13851.6,18762.3]
[13857.8,18760.3]
[13837.8,18963]
[13832.6,18993.4]
[13831.6,19104]
[13845.8,19113.5]
[13839,19837.9]
[13843.6,19887.5]
[13836.1,19877.1]
[13874.5,17176.7]
[13868.2,18658]
[13872.3,18664.5]
[13887.4,18709.4]
[13876.2,18727]
[13881.7,18762.4]
[13870.3,18777.7]
[13879,18804.3]
[13862.5,18845.3]
[13881.4,21141.1]
[13869,21133.9]
[13907.8,18358.2]
[13892.5,18587.4]
[13917.3,18603.9]
[13901.8,18612.2]
[13911.6,18635.1]
[13901.6,18638.8]
[13907.2,18660.4]
[13914,18689.1]
[13905.8,18686.1]
[13894.5,18716.1]
[13899.6,18743.5]
[13916.8,18731.8]
[13893.4,18776.9]
[13904.4,18752.6]
[13896,18791.4]
[13893.7,19079.3]
[13903.5,21110.7]
[13911.6,21126.9]
[13905.5,21131.8]
[13938.3,18481]
[13923.9,18564.5]
[13926.1,18595.4]
[13940.4,18577.9]
[13944.5,18627.6]
[13948.7,18634.7]
[13939,18639.5]
[13919.9,18643.2]
[13948.2,18665.9]
[13937.9,18683.4]
[13924.3,18667.6]
[13942.5,18670.2]
[13930,18662.6]
[13923.6,18696.9]
[13950.4,18746.9]
[13941,18743.7]
[13933.1,18785.4]
[13934.7,18806.3]
[13923.2,18795.4]
[13948.2,18826.1]
[13927.3,18851.6]
[13922.6,18919.4]
[13926.3,18925]
[13943,18907.6]
[13934.9,18990.7]
[13946,20032.6]
[13926,22181.3]
[13939.6,22302.4]
[13921.9,23106.2]
[13950.4,15149.4]
[13976.2,17338.9]
[13979.2,17826.9]
[13952.5,18512.4]
[13970.8,18546.3]
[13979.8,18575.9]
[13956,18588.2]
[13959.5,18627.7]
[13953.6,18618.6]
[13968.8,18623.1]
[13963.3,18647.5]
[13968.8,18644.1]
[13953.5,18660.6]
[13973.6,18680.1]
[13966.2,18684.6]
[13963.1,18709.6]
[13954.1,18713.8]
[13959.9,18750.4]
[13952.1,18770.8]
[13973.6,18755.6]
[13967.5,18753.4]
[13965.3,18780.9]
[13959.8,18786.6]
[13975.8,18830.3]
[13967.5,18815.9]
[13970.9,18852.2]
[13972.3,18893.1]
[13970,18949.8]
[13953.5,19017.4]
[13954.3,19720.9]
[14001.3,18429.2]
[13987.4,18451.6]
[13999.2,18512.7]
[13996,18567.7]
[13988.7,18571.3]
[13998.6,18593.6]
[14005.7,18626.3]
[13987.8,18635.2]
[14008.5,18633.9]
[13993.4,18668.8]
[13981.6,18675]
[14002.5,18704.6]
[13980.6,18699.5]
[13986.2,18707.1]
[13998.4,18690]
[14009.9,18734.5]
[13996.9,18741.7]
[14006.9,18767.7]
[13999.9,18775.4]
[13991.4,18762.4]
[13983.9,18770.8]
[13987.6,18798.2]
[14007.6,18832.8]
[13989.8,18851.8]
[13982.1,18975.9]
[13990.6,20765]
[14010.3,12971.7]
[14036.1,17368.1]
[14031.6,17397.1]
[14024,17404.7]
[14037.2,17427.1]
[14038.9,17884.4]
[14015,18182.7]
[14019.6,18350.7]
[14023.9,18372.1]
[14020.8,18406.5]
[14037.6,18449.7]
[14012.4,18442.3]
[14030.1,18457.4]
[14019.3,18489.5]
[14019,18550.6]
[14025.1,18544.8]
[14008.2,18588.2]
[14015,18623.1]
[14032.3,18614.6]
[14028.2,18605.7]
[14012.1,18656.6]
[14026,18652.7]
[14017.9,18630.6]
[14019.9,18654.8]
[14038.3,18679.4]
[14011,18684.4]
[14035.9,18707.9]
[14027.4,18704.1]
[14016.3,18731.3]
[14031.4,18758]
[14035.9,18792.2]
[14038,18819.2]
[14011.4,18839.3]
[14031.1,18823.7]
[14015.9,18870.7]
[14035.3,18882.9]
[14037.1,18915.4]
[14034.8,18938.1]
[14055.7,16874.4]
[14046.2,17877.6]
[14069.9,18349.1]
[14050.3,18377.6]
[14062.4,18420.9]
[14044,18473]
[14051,18520]
[14043.6,18523]
[14067.6,18565.3]
[14044.4,18545.2]
[14041.5,18572.9]
[14058.2,18595.9]
[14062.3,18603.7]
[14047.6,18683.2]
[14068.2,18710.3]
[14045,18691.7]
[14063.5,18720.3]
[14042.5,18788.6]
[14068,18800.1]
[14046.5,18814.1]
[14057.5,18866.4]
[14068,18881.7]
[14041,18935.6]
[14056.6,19579.6]
[14058,19568.8]
[14051.9,20570.7]
[14040.8,20578.1]
[14071.4,16823.1]
[14094.1,17209.2]
[14097.3,17965.6]
[14095,18333.6]
[14092.1,18411.8]
[14098.9,18403.6]
[14072.1,18423.4]
[14082.6,18554.4]
[14075.1,18559.9]
[14094.2,18540]
[14087.2,18592.1]
[14091,18597.3]
[14094.8,18602.7]
[14099.5,18650.7]
[14089.8,18682.4]
[14097.4,18689]
[14083.5,18677.1]
[14074,18698.9]
[14097.7,18715.5]
[14083.6,18737.9]
[14089.9,18733.5]
[14090.9,18777.7]
[14098.7,18771.7]
[14087.1,18838.3]
[14072.9,18888]
[14088.9,19918.5]
[14076.1,19913.7]
[14125.6,16249.4]
[14106,16430.7]
[14116.3,17216.8]
[14112.3,17360.9]
[14115.8,17538.6]
[14123.5,17587.8]
[14124,18060.2]
[14113,18253.5]
[14123.2,18381.9]
[14100.3,18535.4]
[14104.4,18566.5]
[14116.1,18542.1]
[14108.5,18560.4]
[14119.9,18626.3]
[14107.6,18691.1]
[14126.9,18700.9]
[14106.6,18765.5]
[14127.5,18765.8]
[14101.4,18789.7]
[14102.4,18849.1]
[14111.8,18861.7]
[14105.1,20012.7]
[14102.2,20018]
[14138.3,16250.6]
[14129.7,16262]
[14135.3,16275.1]
[14144.3,16262.3]
[14142.8,16287]
[14156.8,16305.8]
[14145.9,17744.3]
[14137.1,18194]
[14139.8,18294.5]
[14149.9,18347.9]
[14137.6,18361.8]
[14139.7,18475.9]
[14146.5,18468.5]
[14134.6,18501]
[14130.6,18506.2]
[14141.3,18538.3]
[14147.2,18557.2]
[14145.2,18583.3]
[14134.4,18578.8]
[14154.2,18598.3]
[14149.7,18745.4]
[14137.8,18790.3]
[14138.5,22128]
[14184.8,16225.9]
[14161.2,16245.7]
[14188.7,16311.4]
[14179.9,16325.8]
[14168.2,16522.7]
[14184.6,16529.8]
[14191,16537.3]
[14186.2,16851.4]
[14162.3,17311.1]
[14160,17317.8]
[14187.5,17369.1]
[14178.4,17567.4]
[14184.4,18261.3]
[14184.8,18240.2]
[14173.3,18316.1]
[14167.4,18319.2]
[14182.9,18358]
[14179.8,18506.6]
[14160.7,18519.7]
[14187.4,18623.5]
[14187.5,18684.7]
[14188.2,18694.9]
[14178.6,18727.9]
[14174.7,18811.9]
[14180.7,18921.9]
[14171.7,19454]
[14181.8,19471.2]
[14170.5,19782.3]
[14172.5,21228.8]
[14185,21986.4]
[14174.3,22168.5]
[14199.1,16255.8]
[14191.5,16239.8]
[14198.5,16397.3]
[14190.6,16855.6]
[14218.2,17099.1]
[14202.8,17107.1]
[14193,17318]
[14201.6,17376.3]
[14200.5,18338.6]
[14217.3,18410.2]
[14209.4,18420.3]
[14200.4,18453.7]
[14211.7,18492.4]
[14210.9,18566.9]
[14219.1,18561.2]
[14207.1,18561.4]
[14194.5,18617.1]
[14208.3,18690]
[14194.9,18683.9]
[14199.6,18695.3]
[14214.7,18731.5]
[14202,18734.1]
[14218.2,18739.4]
[14208.6,18780.4]
[14204,19068.7]
[14193.3,21195.1]
[14218.6,21202.3]
[14196.7,21247.5]
[14190.1,22164.6]
[14248.6,12977.5]
[14236.2,13099.2]
[14249.6,17127.6]
[14236,18317.4]
[14223.3,18406]
[14236.6,18392.6]
[14231.8,18477.4]
[14244.3,18506.3]
[14250,18556]
[14246.5,18574.6]
[14239.6,18606.3]
[14244.3,18686.3]
[14227.3,18784.6]
[14220.4,18935]
[14227.7,21210.6]
[14234.2,21235.8]
[14231,21245.9]
[14229.2,22357.8]
[14254.9,13073.6]
[14275.1,13102.9]
[14262.3,16496.5]
[14252.4,17905.1]
[14269.8,18125]
[14275.7,18219.4]
[14255.8,18257.4]
[14255.2,18316.8]
[14263.3,18703.1]
[14269.3,18695.4]
[14252.3,19448.6]
[14258.1,21914.4]
[14287,13007.5]
[14280.5,13007.4]
[14296,13031.5]
[14296.3,13077.4]
[14305.8,13067.8]
[14295.2,17416.2]
[14294.4,17406.4]
[14310.5,17421.3]
[14309.6,17412.2]
[14300.5,17409.3]
[14305.3,17819.5]
[14305.3,17977.4]
[14283.3,18758.4]
[14293.5,18860.8]
[14280,19745]
[14306,19815.7]
[14285.1,19994.2]
[14282.1,20151]
[14289.2,22230.5]
[14282.9,22234.3]
[14327.8,13013.7]
[14336.7,13046.1]
[14328.4,13060.3]
[14321.8,13060.3]
[14326.1,17186]
[14322.3,17412.8]
[14319.5,17425.9]
[14315.7,17414.6]
[14335.4,17427.8]
[14320.3,17421.3]
[14328.4,17435.6]
[14333,17437.7]
[14329.6,17627.2]
[14321.3,17639.2]
[14323,17789.1]
[14328.6,17876.5]
[14324.9,18008.5]
[14323.2,18352.4]
[14336.9,18615.3]
[14332.1,18610.8]
[14318.3,18939.9]
[14334.6,19356.4]
[14321.2,19836.6]
[14340.1,21494.8]
[14355.1,17217.1]
[14363.3,17578.4]
[14356,17652.5]
[14366.2,17683.5]
[14358,17676.6]
[14348.9,17742.7]
[14368.3,17853.9]
[14361.2,17994.7]
[14366.8,18386.9]
[14352,18872.7]
[14370.5,18877.1]
[14344.3,18918.2]
[14360.6,18989.6]
[14357.5,19047.4]
[14371,13061.5]
[14381.2,17418.8]
[14379.1,17402.8]
[14383.7,17477.5]
[14377.3,17586.4]
[14373.2,17609.9]
[14397.2,17637.2]
[14386.7,17637.6]
[14393.1,17612.2]
[14381.1,17652.2]
[14375.3,17710.3]
[14392.6,17715.1]
[14383.1,17730.3]
[14399.2,18910.7]
[14393.8,18962.9]
[14399.7,21659.4]
[14405.9,15556.8]
[14415.4,17235.9]
[14400.7,17610.4]
[14417,17656.8]
[14430.3,17689]
[14423.2,17708.1]
[14416.7,17773]
[14426.4,17790.9]
[14430.2,17845.1]
[14402,19234.5]
[14424.1,21551.6]
[14408.7,21655.6]
[14450.3,16399.8]
[14454.6,17279.4]
[14447.6,17281.5]
[14448.6,17417.1]
[14452.9,17450.8]
[14448.3,17462.3]
[14442.1,17565.4]
[14434.5,17624.1]
[14440.6,17633.3]
[14454.3,17659.5]
[14450,17653]
[14433.6,17672.3]
[14448.4,17722.6]
[14431,17754]
[14444.6,17729.1]
[14451,17788.1]
[14432.4,17836.5]
[14428.9,17865.2]
[14439.5,17921.5]
[14433.4,17926.1]
[14437.3,18855.5]
[14434.6,19709.2]
[14476.3,16308]
[14485.8,16331.2]
[14466.7,16356.7]
[14469.5,16400.8]
[14461.8,17328.5]
[14464.3,17414]
[14479.9,17560.2]
[14488.5,17605.3]
[14473.8,17591.3]
[14471.1,17603.9]
[14472.5,17597.7]
[14472,17634.2]
[14465.4,17625.5]
[14485,17650.9]
[14479.7,17643.5]
[14467.3,17684.2]
[14480.7,17715.1]
[14469.3,17732.3]
[14466.9,17771.3]
[14484.9,17765.5]
[14460.5,17867.5]
[14463.7,18881.4]
[14477.1,18871.2]
[14474.5,18877.1]
[14464.5,18870.7]
[14466.9,19863.6]
[14470.1,19869.4]
[14489.2,19865.7]
[14483.2,20285.2]
[14481.8,21171.9]
[14512,15741.4]
[14492.4,15764.9]
[14492.5,15754.8]
[14498.5,15778.5]
[14500.3,15783.4]
[14491.5,16379.6]
[14520.5,17299.1]
[14491.8,17330.1]
[14490.1,17311.3]
[14501,17542.5]
[14494,17546.6]
[14515.9,17562.8]
[14490.4,17574.9]
[14492.1,17595.4]
[14505.8,17606.3]
[14493.2,17586.6]
[14519.6,17589.7]
[14494.9,17630.2]
[14501,17619.4]
[14516.8,17631.2]
[14509.4,17657]
[14515.3,17652.1]
[14503.1,17662.3]
[14509.5,17689.4]
[14499,17690.5]
[14513.8,17697]
[14490.3,17751.9]
[14495.4,17751]
[14494.2,17773.5]
[14500.5,17761.6]
[14502,17927.9]
[14508.3,17926.5]
[14498.7,18962]
[14500.8,20614.9]
[14515,20715.3]
[14503.4,20708]
[14515,20722.5]
[14511.6,21044.5]
[14529.1,16713.4]
[14525.1,17519.4]
[14526.4,17585.3]
[14529.1,17606.5]
[14544.2,17610.1]
[14551.6,17635.1]
[14522.3,17621.4]
[14548.2,17616.8]
[14521.1,17636]
[14533,17647.9]
[14539.6,17644.7]
[14534,17685.4]
[14545.1,18825.9]
[14534.7,20729.6]
[14542.7,20799.8]
[14540.7,20826.1]
[14522.6,20830.1]
[14535.4,20914.5]
[14528.6,20925.2]
[14558.6,17541.5]
[14567.6,17563.4]
[14571.6,17593.7]
[14564.6,17597.7]
[14560.3,17629.9]
[14578.4,17652.2]
[14557.2,17734.2]
[14571.9,17803.7]
[14555.5,17799.7]
[14565.3,17971.4]
[14570.4,18837.3]
[14568.6,18827.1]
[14553.2,18851.5]
[14562.1,20210.4]
[14552.8,20326.3]
[14558.5,20719.7]
[14571.3,20734.7]
[14552.8,20758.9]
[14575.8,20816.5]
[14565.2,20789.6]
[14559.5,20793.2]
[14559.7,20830.8]
[14578.5,20841.4]
[14605.9,16790]
[14582.1,17576.7]
[14594.3,17593.7]
[14602.7,17638.7]
[14597.9,17885.3]
[14588.5,18510.1]
[14604.1,20731.2]
[14585.7,20763.2]
[14583.4,20832.4]
[14586,20840.2]
[14592.4,20885.4]
[14593.7,20917.7]
[14588.4,20954.1]
[14589.3,21004.1]
[14637.5,15786]
[14605.9,16790]
[14637.6,16889.9]
[14612.5,17576.7]
[14618.1,17621.5]
[14628.6,20154.4]
[14636,20682.1]
[14627.3,20733.6]
[14630.5,20762.3]
[14628.2,20781.4]
[14613.9,20762.1]
[14610.6,20810.8]
[14620.4,20794.9]
[14631,20823.2]
[14630.1,20833.7]
[14635.1,20852.8]
[14632.2,20867.3]
[14609.8,20871.4]
[14620.2,20926.3]
[14622,21110.3]
[14638.2,21718.5]
[14658.3,17000.2]
[14644.9,17334]
[14655.6,17345.7]
[14667,17358.4]
[14642.2,17357.4]
[14650.1,17756.2]
[14658.1,17760]
[14657.3,18071.5]
[14664.2,20666.2]
[14656.7,20681.9]
[14657.6,20725.4]
[14658.6,20709]
[14646.1,20810.4]
[14641.3,21373.3]
[14644,21380.7]
[14655.9,21478.8]
[14682.7,16971.2]
[14682.2,17747.2]
[14675.9,17832]
[14684.9,17843]
[14676.8,18089.2]
[14688.7,20718.5]
[14690.9,20709.8]
[14710.1,10858.2]
[14727.3,17422.6]
[14703.3,17565.6]
[14703.9,20800.1]
[14726.3,21314.1]
[14733.9,18256.6]
[14757.3,20688.1]
[14754.9,20740.9]
[14742.7,20735.2]
[14744.8,20740.7]
[14734.1,22617.9]
[14760.9,20677.9]
[14762.2,20782.5]
[14770.2,22367.5]
[14807.5,11012]
[14793.2,18560.1]
[14798.6,20350]
[14810.6,20784.8]
[14828.8,17205.3]
[14836.8,18906.3]
[14840.9,19090.4]
[14822.8,20664.2]
[14826.9,20744.1]
[14831.2,21184.8]
[14819.1,21184.9]
[14834.4,22616.4]
[14833.7,22605.7]
[14875.8,10732.5]
[14862.6,17240.1]
[14879.7,18686.1]
[14855.7,19675.8]
[14856.2,19700.1]
[14871.6,19715.6]
[14878.8,20684.9]
[14869.1,20768.7]
[14896.7,11063.4]
[14896.6,17119]
[14906.8,17159.4]
[14892.6,17580.3]
[14889.8,17587.7]
[14896.5,17600]
[14897.6,17589]
[14907,17628]
[14880.5,18658]
[14880.9,18673.9]
[14892.1,18685]
[14890.2,18674]
[14908.1,20161.6]
[14915.1,11089.8]
[14926.4,16134.4]
[14921.2,17044.8]
[14934.5,17173.8]
[14924.8,17608.5]
[14916.6,17624]
[14926.8,17616.5]
[14933.3,17613.3]
[14919.8,19572]
[14913.2,20164.4]
[14912.4,20722.8]
[14936.2,20854.3]
[14945.8,11192]
[14958.3,16284.1]
[14959.2,17571.3]
[14940.9,19567.7]
[14945.7,20164.6]
[14965.3,20194.9]
[14976.8,11282.3]
[14982.5,11290.6]
[14969.3,16145]
[14974.1,16964.3]
[14974.8,20803.8]
[14976.7,20794.6]
[14994.6,21115.1]
[15010.4,11163.5]
[15013.4,20727.3]
[15018.4,20742.3]
[15035.1,11083.8]
[15034.9,11077.8]
[15043.2,11329.9]
[15031.3,20721.4]
[15071.3,11115.3]
[15082.6,17235]
[15065.9,17329.9]
[15100.2,11000.3]
[15115.3,11160.7]
[15104,17257.4]
[15110.9,17355.5]
[15093.2,22202.8]
[15144.4,17330.4]
[15145.8,17349.6]
[15137.7,17341.1]
[15147.2,17522.5]
[15126.4,18249.3]
[15132.7,19377.7]
[15137.9,20570.4]
[15138.5,20704.8]
[15144.6,21614.3]
[15132.9,21603.7]
[15133.5,22633.7]
[15130.8,22621.6]
[15157.7,10985.9]
[15164.2,10985.7]
[15153.5,17320.8]
[15170.6,17325.4]
[15161.4,17317.4]
[15165.8,17369.4]
[15178.3,17514.3]
[15160.5,18111.7]
[15172,18683.2]
[15178.7,18688.1]
[15168.5,18687.7]
[15173.7,18694.4]
[15159.5,18941]
[15161.6,19225.9]
[15190.9,17366.2]
[15188,17524.8]
[15203.6,17574.7]
[15188.2,18671.9]
[15210.9,19793.8]
[15214.9,17329]
[15231.2,17435.6]
[15222.4,20469.6]
[15236.5,21930.8]
[15283.1,15858.3]
[15280.5,15893.7]
[15297.1,15896.7]
[15288.7,17472.8]
[15282.9,17497.4]
[15292.8,17581.1]
[15289.8,20634.4]
[15299.5,20624.4]
[15286.3,21568.3]
[15294.8,22509]
[15320.1,15834.4]
[15302.7,17581.3]
[15315.4,17593.2]
[15344.7,15771.6]
[15335.3,15810.5]
[15358.6,16216.5]
[15345.5,16214.4]
[15346,16266]
[15349.3,17426.8]
[15330.4,17444.3]
[15331.4,20709]
[15351.7,21406.3]
[15360.7,15842.6]
[15372.2,15851.1]
[15361.3,15887.1]
[15364.9,16267.6]
[15368,17408.6]
[15377.1,20175.8]
[15401,11343.1]
[15400.3,15847.9]
[15401.6,15880.1]
[15396.2,20511.6]
[15422.5,21984.7]
[15449.2,15746.7]
[15441.4,15745.7]
[15436.3,15785.2]
[15444.1,15786.4]
[15439,15826]
[15431.1,15824.8]
[15442,15848.4]
[15425.4,20498.4]
[15448.9,20498.8]
[15449.3,20506.9]
[15457.1,15747.7]
[15465,15748.7]
[15460.3,15751]
[15477.3,19455.2]
[15486.8,15767.6]
[15487.8,15759.6]
[15483.3,15848.9]
[15488.4,15895.9]
[15481.7,15912.8]
[15493.7,19429.1]
[15504.8,19448.7]
[15517.7,15767.8]
[15538.7,16104.7]
[15531.6,16110.5]
[15522.6,18011.5]
[15520.3,22314.9]
[15568,16184]
[15546,16292.7]
[15565.9,16293.7]
[15565.2,17442.6]
[15559.3,20303.9]
[15556.1,22484.9]
[15582.3,11022.6]
[15571.6,11029.8]
[15576.9,11026.2]
[15577.2,11051.1]
[15583.2,11045.7]
[15592,17414.3]
[15587.3,17439.3]
[15585.3,17613.2]
[15578.5,20627.1]
[15610.3,10788.7]
[15658.7,10746.8]
[15650.7,10754.5]
[15674.3,11014.9]
[15659.3,11048]
[15663.8,11042.8]
[15691.3,11343.6]
[15682.5,21328.2]
[15720.3,18687.3]
[15712.2,21242.8]
[15726.2,10922.6]
[15727.2,21471.8]
[15774,10653.2]
[15763.7,15997.1]
[15758,19193.3]
[15752.3,19200.8]
[15765.2,20895.3]
[15770.1,20879.7]
[15769,21401.9]
[15801.3,10904.6]
[15804.3,11076.9]
[15785.8,11374.9]
[15799.3,11399]
[15795.7,17461.8]
[15794.1,17648.5]
[15781.9,17652]
[15837.5,11389.5]
[15829.9,11388.5]
[15815.1,11382.3]
[15816.8,18140.3]
[15812.5,18205.8]
[15851.1,16768.5]
[15851.7,18164.8]
[15897.5,16312.8]
[15875,18121.9]
[15892.9,20068.1]
[15911.8,10964.1]
[15921.3,11377.3]
[15900.4,16283]
[15899.3,16272.3]
[15917.4,16301.9]
[15917.5,16295.4]
[15922.4,16345.7]
[15920.3,16368.9]
[15911.9,17055.9]
[15929,17067]
[15922.7,17774.6]
[15910.9,17762.5]
[15909.8,18834.2]
[15917.2,18813.3]
[15923.9,18823.8]
[15930.3,21310.9]
[15934.9,11378.8]
[15951.3,16243.9]
[15957.5,16234.2]
[15940.7,16243.4]
[15934,16245.6]
[15947.5,16236.7]
[15944.4,16283.1]
[15951.5,16276.2]
[15958.7,16269.3]
[15939.4,16289.2]
[15934.8,17032.9]
[15956.2,17028.9]
[15944.3,17014]
[15956.3,17037.7]
[15933.5,17014.1]
[15954.6,17013.9]
[15947.2,17055.3]
[15938.5,17051]
[15933.7,17058.8]
[15943,17063.9]
[15938.1,17072.2]
[15952.8,17080.5]
[15958,17072.2]
[15934.3,18787.9]
[15948.3,18833.3]
[15957.9,20584.7]
[15958.3,20621.5]
[15943.4,21005.3]
[15979.8,10715.7]
[15985.4,16223.7]
[15974.7,16225.3]
[15971.6,16256.7]
[15965.9,16262.3]
[15973.4,16978.9]
[15986.9,17090.2]
[15980.4,17100.8]
[15987.4,20050.4]
[15968.4,21626.2]
[16015.4,15870.8]
[16008.4,15853.5]
[16000.2,16219.9]
[16014.1,16243.6]
[16000.2,16246.7]
[16006.6,16245.4]
[16021,16447.8]
[15999.2,16831.1]
[16009.7,16900.3]
[16015.5,16958]
[16001.2,16982.7]
[16005.1,17037.1]
[16015.5,17057]
[16002.2,17098.8]
[16018.9,17124]
[15996.1,17109.2]
[16003.9,17113.8]
[16010.1,17103.8]
[16003.5,17309.8]
[16007.9,17279.4]
[16025.7,11180.3]
[16034.3,15891]
[16040.4,16210.5]
[16022.6,16243]
[16034.4,16334.1]
[16027.9,16448.5]
[16022.6,17027.4]
[16030,17048.6]
[16038.1,17122.9]
[16024.8,17114.6]
[16047,17182.9]
[16051.5,15873.8]
[16063.8,16205.7]
[16052.1,16208.3]
[16051.3,16240.7]
[16070.7,16236.7]
[16061,16238.7]
[16073.3,16914]
[16053.7,17143.8]
[16061.9,17255.6]
[16079.8,18199.1]
[16075.3,21446.3]
[16098,15861.3]
[16091.6,15864.7]
[16080.4,16234.6]
[16088.5,16233]
[16109.5,16828.4]
[16091.6,17093.5]
[16092.7,17082.8]
[16093.6,17071.5]
[16103.6,18345.6]
[16094,19618.4]
[16095.1,20499.8]
[16095.8,22012.6]
[16112.7,10482.1]
[16111.6,11196.3]
[16137.8,16191.3]
[16112.6,16251.9]
[16121.9,16249.1]
[16137.4,16246.6]
[16112.3,16564.1]
[16129.4,17217.6]
[16112.4,17263.4]
[16139,17251.1]
[16129.8,17290.4]
[16138.8,18337.2]
[16137.5,19339.9]
[16115.9,19333.1]
[16132.5,19344.9]
[16125.9,19597.2]
[16138,21696]
[16147.6,16189.1]
[16145,16243.9]
[16157.7,16913.6]
[16147.2,16950]
[16141.3,17074]
[16164.9,17202.3]
